OBJECTID,FBndID,Shape_Length,Shape_Area,opAcres,DirectCost,OpportunityCost,bioYield,energyPot,CO2red,N2Ored,cropAcres,pctWScropAcres,cpNO3load,cpNO3LoadReduced,cpWSNO3LoadPct,cpSEDload,cpSEDloadlbs,cpSEDLoadReduced,cpWSSEDLoadPct,TotalCost,DCredNO3,TCredNO3,DCredSED,TCredSED,MLRA,HUC12
11,F070600060901_724,1641.029814,92820.44996,22.926651,4287.283691,3139.116943,41.26797104,447.0697021,7.336528301,1.146332502,22.926651,0.002592756,568.7269897,176.3053741,0.000965688,88.97885895,177957.7188,65.84435272,0.000251325,7426.400391,24.31737328,42.12237167,65.11239624,112.7872009,105,070600060901
12,F070600061002_39,2417.169898,326874.6713,80.73804474,15098.01465,10528.24121,145.328476,1574.391846,25.83617401,4.036902428,80.73804474,0.009130598,2003.015503,620.9348145,0.003401083,69.93494415,139869.8906,51.75185776,0.000197535,25626.25586,24.31497574,41.27044296,291.7386169,495.1755676,105,070600061002
13,F070600061002_69,4158.500453,374474.2598,92.49514008,17296.5918,32587.07813,166.4912567,1803.655273,29.59844398,4.624756813,92.49514008,0.010460198,2460.809082,762.8508301,0.004178408,65.85663605,131713.2656,48.73390961,0.000186015,49883.67188,22.67362213,65.39112091,354.9190369,1023.592651,105,070600061002
14,F070600061002_111,5032.988134,150859.752,37.26235962,6968.061035,6924.091797,67.07225037,726.6160278,11.92395496,1.863117933,37.26235962,0.004213969,924.4533691,286.5805359,0.001569705,142.7911072,285582.2188,105.6654205,0.00040332,13892.15234,24.31449509,48.47556305,65.94457245,131.4730225,105,070600061002
15,F070600061002_112,5193.304996,193047.5769,47.6827507,8916.674805,7616.842773,85.82894897,929.8136597,15.25848007,2.38413763,47.6827507,0.005392402,1182.95813,366.7170105,0.002008641,35.19190598,70383.8125,26.04201126,9.94012E-05,16533.51758,24.31486511,45.08522034,342.3957825,634.8786621,105,070600061002
16,F070600061002_113,7005.787163,193005.9057,47.67245865,8914.75,9324.732422,85.8104248,929.612915,15.25518703,2.383622885,47.67245865,0.005391239,1182.704224,366.6383057,0.00200821,195.9420624,391884.125,144.9971313,0.000553448,18239.48242,24.31483459,49.74789047,61.48225021,125.7920227,105,070600061002
17,F070600061002_121,3255.691874,438007.9143,108.1879578,20231.14844,14813.09473,194.738327,2109.665283,34.62014771,5.409398079,108.1879578,0.012234886,2684.021729,832.0467529,0.004557419,409.5447083,819089.4375,303.0630798,0.001156779,35044.24219,24.31491852,42.11811829,66.75556946,115.6334915,105,070600061002
18,F070600061002_166,1545.154702,136360.8757,33.68113708,6298.372559,3403.81543,60.62604523,656.7821655,10.77796364,1.684056878,33.68113708,0.003808972,880.2025146,272.862793,0.001494568,161.868454,323736.9063,119.7826538,0.000457205,9702.1875,23.0825634,35.55701828,52.58167648,80.99826813,105,070600061002
19,F070600061002_167,2048.305098,254624.7705,62.89231873,11760.86328,7381.04248,113.2061768,1226.400269,20.12554169,3.144615889,62.89231873,0.00711244,1735.524048,538.0124512,0.002946888,233.5816803,467163.375,172.8504486,0.000659763,19141.90625,21.85983467,35.57892609,68.04068756,110.7425919,105,070600061002
20,F070600061002_170,5827.945778,167640.8897,41.40729904,7743.165039,8405.933594,74.53314209,807.4423218,13.25033569,2.070364952,41.40729904,0.004682717,1027.268677,318.4532776,0.001744283,73.3637619,146727.5156,54.28918457,0.00020722,16149.09863,24.31491661,50.71104431,142.6281281,297.464386,105,070801030405
21,F070600061002_171,1427.720577,47122.77939,11.6393261,2176.553955,1328.047607,20.95078659,226.9668579,3.724584341,0.581966281,11.6393261,0.001316282,288.7629395,89.51651001,0.000490314,10.40503502,20810.07031,7.699726105,2.93895E-05,3504.601563,24.31455421,39.15033722,282.6794128,455.1592407,105,070600061002
22,F070600061002_172,5351.348911,137087.4451,33.86059952,6331.932129,3311.566895,60.94907761,660.2816772,10.835392,1.69303,33.86059952,0.003829267,840.0411377,260.4127502,0.001426374,145.3346405,290669.2813,107.5476303,0.000410505,9643.499023,24.31498528,37.03159332,58.87560654,89.66723633,105,070600061002
23,F070600061002_182,6975.00756,260596.1311,64.36724091,12036.67383,8183.651855,115.8610306,1255.161255,20.59751701,3.218362093,64.36724091,0.007279238,1596.87207,495.0303345,0.002711459,57.94763565,115895.2656,42.88124847,0.000163676,20220.32617,24.31502342,40.84664154,280.6978455,471.5423889,105,070600061002
24,F070801010301_23,2594.435645,225672.2305,55.74103928,10423.57422,16899.57031,100.3338699,1086.950317,17.83713341,2.787051916,55.74103928,0.006303708,1382.860718,428.6868286,0.002348072,69.37347412,138746.9375,51.33637238,0.000195949,27323.14453,24.31512642,63.73684311,203.0446167,532.2375488,108,070801010301
25,F070801010301_29,4524.735927,250079.476,61.76963043,11550.9209,18324.58008,111.1853333,1204.507813,19.76628113,3.088481426,61.76963043,0.006985476,1532.434448,475.0546875,0.002602045,39.87624741,79752.49219,29.50842285,0.000112632,29875.5,24.31492805,62.8885498,391.4448853,1012.439758,108,070801010301
26,F070801010301_37,1145.061036,58645.74919,14.48550034,2708.788574,2833.363281,26.07390022,282.4672546,4.635360241,0.724274993,14.48550034,0.001638153,359.415863,111.4189148,0.000610281,,,,,5542.151855,24.3117485,49.74156952,,,108,070801010301
27,F070801010301_41,8201.895666,254105.0135,62.7639389,11736.85645,14118.12109,112.97509,1223.896851,20.08446121,3.138196945,62.7639389,0.007097921,1557.095825,482.699707,0.00264392,139.6190186,279238.0625,103.3180771,0.000394361,25854.97656,24.31502724,53.56327438,113.5992508,250.2463989,108,070801010301
28,F070801010301_42,3762.243667,120306.9724,29.71582222,5556.858887,6974.898926,53.48847961,579.4585571,9.509062767,1.485791087,29.71582222,0.003360538,737.2237549,228.5393677,0.001251792,61.11933136,122238.6641,45.22830582,0.000172635,12531.75781,24.31466866,54.83413315,122.8624115,277.0777588,108,070801010301
29,F070801010301_48,3987.219068,135241.4739,33.40464401,6246.668457,8711.932617,60.12836075,651.390564,10.6894865,1.670232177,33.40464401,0.003777703,828.7313843,256.9067383,0.001407171,57.23885727,114477.7188,42.3567543,0.000161674,14958.60156,24.31492615,58.22580338,147.4775085,353.1574097,108,070801010301
30,F070801010301_50,7636.42828,263487.9788,65.08152771,12170.24609,13578.61035,117.1467514,1269.089844,20.82608795,3.254076481,65.08152771,0.007360016,1614.580811,500.52005,0.002741528,164.4781494,328956.3125,121.713829,0.000464576,25748.85547,24.31520271,51.44420242,99.99066162,211.5524292,108,070801010301
31,F070801010301_51,4602.026573,163819.4219,40.46339798,7566.655273,8706.106445,72.83411407,789.0362549,12.94828701,2.023169994,40.46339798,0.004575972,1003.827759,311.186615,0.001704481,79.84552002,159691.0469,59.08568573,0.000225528,16272.76172,24.31549072,52.29261398,128.0624084,275.4095459,108,070801010301
32,F070801010301_52,4403.021676,147765.4121,36.49805832,6825.136719,7971.905273,65.69650269,711.7121582,11.67937851,1.824902892,36.49805832,0.004127535,905.4576416,280.691864,0.00153745,88.52594757,177051.9063,65.50920105,0.000250046,14797.04199,24.3154068,52.71632004,104.1859283,225.8773041,108,070801010301
33,F070801010301_56,2216.940091,124817.8035,30.82999802,5765.209473,7236.416992,55.49399567,601.1849365,9.865599632,1.541499853,30.82999802,0.003486539,764.8287354,237.0969086,0.001298665,38.48204422,76964.08594,28.47671318,0.000108694,13001.62695,24.31583595,54.83676147,202.453476,456.5704956,108,070801010301
34,F070801010301_69,2878.920884,271763.9244,67.12568665,12552.50293,17506.38086,120.8262329,1308.950928,21.48021889,3.35628438,67.12568665,0.007591188,1665.313965,516.2473145,0.002827672,102.8785553,205757.1094,76.13013458,0.000290585,30058.88281,24.31490135,58.22574234,164.8821869,394.8355408,108,070801010301
35,F070801010301_75,3268.529046,206514.1555,51.00899506,9538.681641,13635.72461,91.81619263,994.675415,16.32287788,2.550449848,51.00899506,0.005768565,1333.038574,413.2419434,0.002263475,81.21240997,162424.8125,60.09718323,0.000229388,23174.40625,23.08255959,56.07950974,158.7209473,385.615509,108,070801010301
36,F070801010301_78,1176.330838,63276.36046,15.62926102,2922.671875,3158.985596,28.13266945,304.7705994,5.001363754,0.781463027,15.62926102,0.0017675,387.7199097,120.1931686,0.000658341,33.42315674,66846.3125,24.73313522,9.44053E-05,6081.657227,24.31645584,50.59902573,118.1682739,245.8910828,108,070801010301
37,F070801010301_87,2390.994213,315298.4309,77.87871552,14563.31934,24372.91992,140.1816864,1518.63501,24.92118835,3.89393568,77.87871552,0.008807239,2319.401367,719.0144043,0.003938301,27.70661926,55413.23828,20.50289917,7.82587E-05,38936.23828,20.25455856,54.15223694,710.3053589,1899.060181,108,070801010301
38,F070801010301_88,1396.280894,118147.6296,29.1824646,5457.121094,8847.540039,52.52843475,569.0580444,9.338388443,1.459123254,29.1824646,0.003300221,862.3567505,267.3305969,0.001464266,20.67459106,41349.18359,15.2991972,5.83964E-05,14304.66113,20.41337967,53.50925446,356.6932983,934.9942017,108,070801010301
39,F070801010301_95,3079.384581,357740.1306,88.36180878,16523.6582,24485.05664,159.0512543,1723.055298,28.27577972,4.418090343,88.36180878,0.009992763,2192.138428,679.5629272,0.00372221,69.51464081,139029.2813,51.44083405,0.000196347,41008.71484,24.31512642,60.3457222,321.2167664,797.2015991,108,070801010301
40,F070801010301_97,5022.4262,226393.1833,55.91911697,10456.875,16953.56055,100.6544113,1090.422729,17.89411736,2.795955896,55.91911697,0.006323847,1387.296265,430.0618286,0.002355603,63.34941101,126698.8203,46.87856293,0.000178933,27410.43555,24.31481743,63.73603439,223.0630493,584.7114868,108,070801010301
41,F070801010301_100,6131.180358,230298.6419,56.88376617,10637.26465,14649.84277,102.3907776,1109.233398,18.20280457,2.844188213,56.88376617,0.006432938,1411.233398,437.4823608,0.002396248,84.19882965,168397.6563,62.30713272,0.000237824,25287.10742,24.31472778,57.80143356,170.7230682,405.8460999,108,070801010301
42,F070801010301_102,963.9285999,57625.84495,14.23358345,2661.680176,3619.316162,25.62045097,277.5548706,4.554746628,0.711679161,14.23358345,0.001609664,353.1343689,109.4716568,0.000599616,24.70708847,49414.17969,18.28324509,6.97864E-05,6280.996094,24.3138752,57.3755455,145.5802917,343.5383606,108,070801010301
43,F070801010301_104,4076.951395,331308.0164,81.83307648,15302.78516,22675.94531,147.29953,1595.744995,26.18658447,4.091653824,81.83307648,0.009254434,2030.182129,629.3564453,0.003447212,106.3982697,212796.5469,78.73471832,0.000300527,37978.73047,24.31497383,60.34534454,194.3587952,482.3631897,108,070801010301
44,F070801010301_105,1074.169112,46853.97354,11.57293129,2164.138184,3433.227295,20.83127594,225.6721649,3.703337908,0.578646541,11.57293129,0.001308773,287.1275635,89.00954437,0.000487537,17.35534477,34710.6875,12.84295559,4.9021E-05,5597.365234,24.31355286,62.88500214,168.5077972,435.831543,108,070801010301
45,F070801010301_108,4877.319168,144391.961,35.664814,6669.320313,7208.571289,64.1966629,695.4638672,11.41274071,1.783240676,35.664814,0.004033304,1053.90686,326.7111206,0.001789514,17.95593071,35911.85938,13.2873888,5.07174E-05,13877.8916,20.41350937,42.47756195,501.9285889,1044.440796,108,070801010301
46,F070801010301_109,3120.395341,112466.8802,27.77931976,5194.73291,6701.483398,50.0027771,541.6967163,8.889382362,1.388965964,27.77931976,0.00314154,820.9047852,254.480484,0.001393881,13.56626034,27132.51953,10.03903294,3.83186E-05,11896.2168,20.41308975,46.74707031,517.4534912,1184.996338,108,070801010301
47,F070801010301_110,5149.389567,136821.9526,33.79502106,6319.668945,7050.992188,60.83103943,659.0029297,10.81440639,1.689751029,33.79502106,0.003821851,998.649353,309.5812988,0.001695688,15.07379436,30147.58789,11.15460777,4.25767E-05,13370.66113,20.41360092,43.1894989,566.5523071,1198.667114,108,070801010301
48,F070801010301_112,7189.771819,274494.0002,67.80001831,12678.60352,19008.41406,122.0400314,1322.100342,21.69600677,3.39000082,67.80001831,0.007667447,1771.832886,549.2681885,0.003008539,136.563797,273127.5938,101.0572128,0.000385731,31687.01758,23.0827198,57.68951797,125.4596558,313.5552368,108,070801010301
49,F070801010301_114,7383.620302,266576.1069,65.84429932,12312.88379,16742.89063,118.5197372,1283.963867,21.07017517,3.29221487,65.84429932,0.007446277,1633.535278,506.3959351,0.002773713,31.28458023,62569.16016,23.15058899,8.83648E-05,29055.77344,24.31473732,57.37757874,531.8604736,1255.077026,108,070801010301
50,F070801010301_116,1599.095542,103840.2967,25.64855385,4796.279785,5434.928223,46.16739655,500.1467896,8.207537651,1.282427669,25.64855385,0.002900574,682.3890381,211.5406036,0.001158684,13.40753078,26815.0625,9.921572685,3.78702E-05,10231.20801,22.6730938,48.36521912,483.4193115,1031.208252,108,070801010301
51,F070801010301_134,1836.410575,175423.4175,43.32958221,8102.631836,9322.793945,77.99324799,844.9268799,13.86546612,2.166479111,43.32958221,0.004900106,1074.934692,333.2297668,0.001825219,21.89873695,43797.47266,16.20506477,6.1854E-05,17425.42578,24.31545067,52.29252625,500.006134,1075.307373,108,070801010301
52,F070801010301_136,11017.92575,382235.5732,94.41218567,17655.07813,21237.07813,169.9419403,1841.037598,30.2118988,4.720609188,94.41218567,0.010676995,2342.273438,726.1047363,0.003977137,45.62373352,91247.46875,33.76156235,0.000128866,38892.15625,24.31478119,53.56273651,522.9342651,1151.965576,108,070801010301
53,F070801010301_147,4798.973982,127093.2395,31.39203072,5870.30957,6344.957031,56.50565338,612.1445923,10.04545021,1.569601536,31.39203072,0.003550099,835.1689453,258.9023743,0.001418101,67.86048889,135720.9844,50.21676254,0.000191675,12215.2666,22.67383385,47.18097687,116.8994064,243.2507782,108,070801010301
54,F070801010301_148,5159.963449,292862.3905,72.33701324,13527.02148,16507.30469,130.2066193,1410.571777,23.14784431,3.616850615,72.33701324,0.008180533,1794.596802,556.3250122,0.003047192,150.0075531,300015.125,111.0055923,0.000423704,30034.32617,24.31496239,53.98701477,121.8589172,270.5658875,108,070801010301
55,F070801010301_152,1011.24608,51576.42036,12.73937607,2382.263428,3530.080811,22.93087769,248.4178314,4.076600552,0.636968791,12.73937607,0.001440685,316.0354919,97.97100067,0.000536622,22.98503494,45970.07031,17.00892639,6.49223E-05,5912.344238,24.31600571,60.34790039,140.0596008,347.6024475,108,070801010301
56,F070801010301_155,2054.259989,223754.9505,55.26747131,10335.01758,12792.20898,99.48144531,1077.715698,17.68559074,2.763373613,55.26747131,0.006250152,1371.101563,425.0414734,0.002328105,121.9412231,243882.4531,90.2365036,0.000344429,23127.22656,24.31531525,54.41169357,114.5325546,256.2956848,108,070801010301
57,F070801010301_156,4111.63303,107929.5491,26.65859795,4985.157715,6257.306152,47.98547745,519.8426514,8.530751228,1.33292985,26.65859795,0.003014799,661.3754272,205.0263824,0.001123003,48.05579376,96111.58594,35.56128693,0.000135736,11242.46387,24.31471252,54.83422852,140.184967,316.1433411,108,070801010301
58,F070801010301_160,1362.557769,46031.27541,11.36972523,2126.138672,1853.265381,20.4655056,221.7096405,3.638312101,0.568486273,11.36972523,0.001285793,282.0784302,87.44431305,0.000478964,34.35531998,68710.64063,25.42293739,9.70383E-05,3979.404053,24.31420135,45.50786591,83.63072205,156.5280914,108,070801010301
59,F070801010301_168,1639.151782,101824.9653,25.15076637,4703.193359,6805.29541,45.27137756,490.4399414,8.04824543,1.257538319,25.15076637,0.002844279,623.9472046,193.4236298,0.001059451,60.025177,120050.3516,44.41863251,0.000169544,11508.48828,24.31550598,59.49887466,105.8833466,259.0914612,108,070801010301
60,F070801010301_169,3031.164405,98200.18173,24.25544548,4535.768066,6483.965332,43.65980148,472.9812012,7.761742592,1.21277225,24.25544548,0.002743028,601.7363892,186.5382843,0.001021737,55.80853653,111617.0703,41.29831696,0.000157634,11019.7334,24.31548119,59.07491684,109.8293686,266.8325195,108,070801010301
61,F070801010301_179,3496.703159,104873.3037,25.9037056,4843.993164,5573.441895,46.62667084,505.1222534,8.289185524,1.295185328,25.9037056,0.002929428,642.6033325,199.2070313,0.001091129,14.72614765,29452.29492,10.89734936,4.15947E-05,10417.43555,24.31637573,52.29451752,444.5111389,955.9605103,108,070801010301
62,F070801010301_188,3005.859406,228506.4669,56.44109726,10554.48535,14167.84375,101.5939789,1100.60144,18.0611515,2.822054863,56.44109726,0.006382877,1680.929688,521.0881958,0.002854188,90.6612854,181322.5781,67.08934784,0.000256077,24722.32813,20.25469971,47.44365311,157.3198395,368.4985657,108,070801010301
63,F070801010301_192,1302.774101,98953.79588,24.44158745,4570.57666,7250.840332,43.99485779,476.6109619,7.821308136,1.222079396,24.44158745,0.002764079,606.3907471,187.9811249,0.00102964,38.20095062,76401.89844,28.26870346,0.0001079,11821.41699,24.31401825,62.88619232,161.6832733,418.1803894,108,070801010301
64,F070801010301_193,3886.642962,92619.09685,22.87691689,4277.983398,4623.882813,41.17845154,446.099884,7.320613384,1.143845797,22.87691689,0.002587131,676.0342407,209.5706177,0.001147894,39.89573669,79791.47656,29.52284431,0.000112687,8901.866211,20.41308784,42.47668839,144.9041748,301.5246887,108,070801010301
65,F070801010301_194,4374.923354,151283.4741,37.36701965,6987.632813,8039.887207,67.26063538,728.6568604,11.9574461,1.868350983,37.36701965,0.004225805,1104.223022,342.3091431,0.00187495,55.47178268,110943.5625,41.04911804,0.000156683,15027.51953,20.41322327,43.90043259,170.2261353,366.0863037,108,070801010301
66,F070801010301_197,2432.937297,171458.0486,42.35013962,7919.476074,9526.243164,76.23025513,825.8276978,13.55204487,2.117506981,42.35013962,0.004789342,1050.663452,325.705658,0.001784007,19.95600319,39912.00391,14.7674427,5.63667E-05,17445.71875,24.31482506,53.56283569,536.27948,1181.363525,108,070801010301
67,F070801010301_200,1859.29497,140946.7336,34.81384277,6510.188477,7944.52002,62.66491699,678.8699341,11.1404295,1.740692139,34.81384277,0.003937068,863.6867065,267.7428894,0.001466524,63.5735054,127147.0156,47.04439545,0.000179566,14454.70898,24.31507492,53.98727417,138.3839264,307.2567749,108,070801010301
68,F070801010301_201,3688.724456,372255.4544,91.94709778,17194.10742,22481.06445,165.504776,1792.968384,29.42307091,4.597354889,91.94709778,0.01039822,2281.111572,707.1445923,0.003873285,93.31698608,186633.9844,69.05457306,0.000263578,39675.17188,24.31484032,56.10616684,248.9930267,574.5480957,108,070801010301
69,F070801010301_209,3348.753923,125120.2296,30.90469742,5779.178223,9369.685547,55.62845612,602.6416016,9.889503479,1.545234919,30.90469742,0.003494987,766.7276001,237.6855621,0.001301889,29.62541389,59250.82813,21.92280579,8.36784E-05,15148.86328,24.31438446,63.73488998,263.6148987,691.0093384,108,070801010301
70,F070801010301_216,3442.242028,111093.8507,27.44018173,5131.313965,6888.03418,49.39232635,535.0835571,8.78085804,1.372009039,27.44018173,0.003103187,680.746521,211.0314178,0.001155895,12.79726124,25594.52344,9.469973564,3.61465E-05,12019.34766,24.31540298,56.9552536,541.8509521,1269.206055,108,070801010301
71,F070801010301_217,3672.999706,94543.27612,23.35219002,4366.859375,5405.098145,42.03394318,455.3677063,7.472700596,1.167609453,23.35219002,0.00264088,579.3417969,179.5959625,0.000983712,11.06511593,22130.23242,8.188185692,3.1254E-05,9771.957031,24.31490898,54.41078186,533.3121948,1193.421509,108,070801010301
72,F070801010301_228,1348.121559,82736.02512,20.43579865,3821.494385,4996.552246,36.78443909,398.4980774,6.539455414,1.021789908,20.43579865,0.002311067,507.0050354,157.1715546,0.000860885,9.217457771,18434.91602,6.82091856,2.60352E-05,8818.046875,24.3141613,56.104599,560.2609863,1292.794678,108,070801010301
73,F070801010301_229,4385.925922,598145.3222,147.7418976,27627.73438,36604.52734,265.9354248,2880.967041,47.2774086,7.387094975,147.7418976,0.016708009,4076.946289,1263.853394,0.006922579,291.1524963,582305,215.4528503,0.000822374,64232.26172,21.8599205,50.82255936,128.2310028,298.12677,108,070801010301
74,F070801010301_231,1546.573224,98658.05844,24.36853981,4556.916992,6514.198242,43.8633728,475.1865234,7.797932625,1.218426943,24.36853981,0.002755818,604.5719604,187.4173126,0.001026552,14.06217384,28124.34766,10.40600872,3.97193E-05,11071.11523,24.31427956,59.0719986,437.9120789,1063.915649,108,070801010301
75,F070801010301_232,4022.848424,153669.1598,37.95628357,7097.825195,8909.099609,68.32131195,740.147522,12.1460104,1.897814155,37.95628357,0.004292444,941.6395874,291.9082642,0.001598887,53.82666016,107653.3203,39.83172989,0.000152036,16006.9248,24.31525993,54.83546448,178.1952515,401.8636475,108,070801010301
76,F070801010301_235,2713.508396,319593.5102,78.93959808,14761.70508,16727.30078,142.0912781,1539.322144,25.26067162,3.94698,78.93959808,0.008927213,1958.394531,607.1022949,0.003325318,41.15221024,82304.41406,30.45263481,0.000116236,31489.00586,24.31502151,51.86771011,484.743103,1034.032227,108,070801010301
77,F070801010301_246,2908.222618,116770.1932,28.84223747,5393.498535,7522.055176,51.91602707,562.423645,9.229516029,1.44211185,28.84223747,0.003261745,715.5325317,221.8150787,0.001214961,52.38906479,104778.1328,38.76790619,0.000147975,12915.55371,24.31529236,58.22667313,139.1227722,333.1506653,108,070801010301
78,F070801010301_248,6830.709227,181897.5911,44.92870331,8401.667969,12010.34082,80.87166595,876.1097412,14.37718487,2.246435165,44.92870331,0.00508095,1114.609863,345.5290527,0.001892587,23.21365738,46427.31641,17.17810631,6.55681E-05,20412.00781,24.31537437,59.07464981,489.0916138,1188.257202,108,070801010301
79,F070801010301_253,1374.380558,87733.85537,21.67026138,4052.338867,5580.959961,39.00646973,422.5700989,6.934483528,1.083513021,21.67026138,0.002450672,537.6223145,166.6629181,0.000912873,18.13727951,36274.55859,13.42158699,5.12296E-05,9633.298828,24.31458092,57.80109406,301.9269409,717.7466431,108,070801010301
80,F070801010301_259,2935.474773,92599.31084,22.87203026,4277.069824,6486.965332,41.16965485,446.0045776,7.319049835,1.143601537,22.87203026,0.002586579,567.43927,175.9061737,0.000963501,47.98641968,95972.83594,35.50994873,0.00013554,10764.03516,24.31449509,61.1919136,120.4470825,303.1273193,108,070801010301
81,F070801010301_260,12245.79178,534115.1736,131.9264526,24670.24609,34406.41797,237.4676208,2572.565918,42.216465,6.596322536,131.9264526,0.014919452,3898.479248,1208.528564,0.006619546,189.2156219,378431.25,140.0195618,0.000534449,59076.66406,20.41345787,48.88313293,176.1914215,421.9172058,108,070801010301
82,F070801010301_265,10579.74095,390969.7131,96.56951904,18058.5,22981.61328,173.8251343,1883.105591,30.90224648,4.828475952,96.56951904,0.010920966,2395.762695,742.6864624,0.004067961,199.697403,399394.7813,147.7760773,0.000564055,41040.11328,24.31510544,55.25900269,122.2017822,277.7182617,108,070801010301
83,F070801010301_266,1545.80487,123910.3172,30.60584831,5723.293457,6784.70459,55.09052658,596.8140259,9.79387188,1.530292392,30.60584831,0.00346119,759.2974854,235.3822174,0.001289273,91.54676819,183093.5469,67.74460602,0.000258578,12507.99805,24.31489372,53.13909531,84.48338318,184.6345978,108,070801010301
84,F070801010301_267,3495.84886,90575.16861,22.3720665,4183.57666,4959.439941,40.26971817,436.2553101,7.159061432,1.118603349,22.3720665,0.002530038,555.027832,172.0586243,0.000942427,44.32618713,88652.375,32.80138016,0.000125201,9143.016602,24.31483269,53.13896179,127.5427017,278.7387695,108,070801010301
85,F070801010301_268,1426.048842,129368.328,31.95397758,5975.394043,7708.578125,57.51715851,623.1025391,10.22527313,1.597698927,31.95397758,0.003613649,792.7272339,245.7454376,0.001346036,61.42937088,122858.7422,45.45773315,0.00017351,13683.97266,24.315382,55.68352509,131.4494476,301.0262756,108,070801010301
86,F070801010301_283,1077.87607,67298.76083,16.6227932,3108.462402,4606.176758,29.92102814,324.1444702,5.319293976,0.831139684,16.6227932,0.001879858,412.4125366,127.8478851,0.000700269,20.37544632,40750.89063,15.07783031,5.75514E-05,7714.63916,24.31375694,60.34233093,206.1611176,511.6544495,108,070801010301
87,F070801010301_285,1023.417428,51124.25281,12.62769032,2361.378174,3252.135254,22.72984314,246.2399597,4.04086113,0.631384492,12.62769032,0.001428055,313.275177,97.11530304,0.000531935,18.1791687,36358.33594,13.45258522,5.13479E-05,5613.513672,24.31520081,57.80256653,175.5334167,417.2814026,108,070801010301
88,F070801010301_287,1571.989678,107700.2646,26.60196495,4974.567383,7891.738281,47.88353729,518.7383423,8.512628555,1.330098271,26.60196495,0.003008394,659.9415283,204.5818787,0.001120568,27.55669594,55113.39453,20.39195442,7.78352E-05,12866.30566,24.31577682,62.89073944,243.9475555,630.9500732,108,070801010301
